Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 24,20,"['Lawyers', 'White', 'House', 'Justice', 'Treasury', 'Departments', 'never', 'issued', 'formal', 'opinions', 'question', '.']",12,"['at', 'the', 'and', 'the', 'and', 'have', 'on', 'the']",8,0.4,
Sentence 25,12,"['legal', 'scholars', 'disagree', 'constitutionality', 'move', '.']",6,"['And', 'about', 'the', 'of', 'such', 'a']",6,0.5,
Sentence 26,47,"['“', 'Constitution', '’', 'text', 'bars', 'federal', 'government', 'defaulting', 'debt', '—', 'even', 'little', ',', 'even', 'short', ',', '”', 'Garrett', 'Epps', ',', 'constitutional', 'scholar', 'University', 'Oregon', '’', 'law', 'school', ',', 'wrote', 'November', '.']",31,"['The', 's', 'the', 'from', 'on', 'the', 'a', 'for', 'a', 'while', 'a', 'at', 'the', 'of', 's', 'in']",16,0.34,
Sentence 27,54,"['“', '’', 'case', 'made', 'Congress', 'decides', 'default', 'debt', ',', 'president', 'power', 'obligation', 'pay', 'without', 'congressional', 'permission', ',', 'even', 'requires', 'borrowing', 'money', 'so.', '”', 'legal', 'scholars', 'say', 'limit', 'constitutional', '.']",29,"['There', 's', 'a', 'to', 'be', 'that', 'if', 'to', 'on', 'the', 'the', 'has', 'the', 'and', 'the', 'to', 'it', 'if', 'that', 'more', 'to', 'do', 'Other', 'the', 'is']",25,0.46,
Sentence 28,51,"['“', 'statute', 'necessary', 'component', 'Congress', '’', 'power', 'borrow', 'proved', 'capable', 'serving', 'useful', 'catalyst', 'budgetary', 'reform', 'aimed', 'debt', 'reduction', ',', '”', 'Anita', 'S.', 'Krishnakumar', ',', 'Georgetown', 'University', 'law', 'professor', ',', 'wrote', '2005', 'law', 'review', 'article', '.']",35,"['The', 'is', 'a', 'of', 's', 'to', 'and', 'has', 'of', 'as', 'a', 'for', 'at', 'a', 'in', 'a']",16,0.31,
Sentence 29,22,"['president', 'repeatedly', 'said', 'job', 'Congress', 'raise', 'limit', 'avoid', 'economically', 'catastrophic', 'default', '.']",12,"['The', 'has', 'it', 'is', 'the', 'of', 'to', 'the', 'to', 'an']",10,0.45,
Sentence 30,40,"['Top', 'officials', ',', 'including', 'Ms.', 'Yellen', 'White', 'House', 'press', 'secretary', ',', 'Karine', 'Jean-Pierre', ',', 'sidestepped', 'questions', 'whether', 'believe', 'Constitution', 'would', 'compel', 'government', 'continue', 'borrowing', 'pay', 'bills', 'X-date', '.']",28,"['and', 'the', 'have', 'about', 'they', 'the', 'the', 'to', 'to', 'its', 'after', 'the']",12,0.3,
Sentence 31,22,"['ABC', 'News', 'asked', 'Ms.', 'Yellen', 'amid', 'debt-ceiling', 'standoff', '2021', 'would', 'invoke', '14th', 'Amendment', 'resolve', '.']",15,"['a', 'in', 'if', 'she', 'the', 'to', 'it']",7,0.32,
Sentence 32,28,"['“', '’', 'Congress', '’', 'responsibility', 'show', 'determination', 'pay', 'bills', 'government', 'amasses', ',', '”', 'said', '.']",15,"['It', 's', 's', 'to', 'that', 'they', 'have', 'the', 'to', 'the', 'that', 'the', 'she']",13,0.46,
Sentence 33,22,"['“', '’', 'position', 'need', 'consider', 'whether', '14th', 'Amendment', 'applies', '.']",10,"['We', 'shouldn', 't', 'be', 'in', 'a', 'where', 'we', 'to', 'or', 'not', 'the']",12,0.55,
Sentence 34,42,"['’', 'disastrous', 'situation', 'country', '’', 'in.', '”', 'government', 'reached', 'borrowing', 'limit', 'Jan.', '19', ',', 'Treasury', 'officials', 'deployed', 'known', 'extraordinary', 'measures', 'continue', 'paying', 'bills', 'time', '.']",25,"['That', 's', 'a', 'that', 'the', 'shouldn', 't', 'be', 'The', 'the', 'on', 'but', 'what', 'are', 'as', 'to', 'on']",17,0.4,
Sentence 35,28,"['measures', ',', 'essentially', 'accounting', 'maneuvers', ',', 'set', 'run', 'sometime', 'next', 'months', ',', 'possibly', 'soon', 'June', '1', '.']",17,"['The', 'which', 'are', 'are', 'to', 'out', 'in', 'the', 'few', 'as', 'as']",11,0.39,
Sentence 36,14,"['government', 'would', 'default', 'debt', 'Treasury', 'stopped', 'paying', 'bills', '.']",9,"['The', 'on', 'its', 'if', 'all']",5,0.36,
Sentence 37,12,"['Economists', 'warned', 'could', 'lead', 'financial', 'crisis', 'recession', '.']",8,"['have', 'that', 'to', 'and']",4,0.33,
Sentence 38,36,"['Progressive', 'groups', 'encouraged', 'Mr.', 'Biden', 'take', 'actions', 'meant', 'circumvent', 'Congress', 'debt', 'limit', 'continue', 'uninterrupted', 'spending', ',', 'like', 'minting', '$', '1', 'trillion', 'coin', 'deposit', 'Federal', 'Reserve', '.']",26,"['have', 'to', 'to', 'on', 'the', 'and', 'a', 'to', 'with', 'the']",10,0.28,
Sentence 39,10,"['Internally', ',', 'administration', 'officials', 'rejected', '.']",6,"['have', 'most', 'of', 'them']",4,0.4,
Sentence 40,19,"['Publicly', ',', 'Biden', 'aides', 'said', 'way', 'avert', 'crisis', 'Congress', 'act', '.']",11,"['have', 'the', 'only', 'to', 'a', 'is', 'for', 'to']",8,0.42,
Sentence 41,43,"['“', 'know', 'probably', 'get', 'tired', 'saying', ',', 'true', ',', '”', 'Ms.', 'Jean-Pierre', 'said', 'Thursday', ',', 'referring', 'question', '14th', 'Amendment', 'Treasury', 'Department', '.']",22,"['I', 'you', 'of', 'me', 'this', 'from', 'here', 'over', 'and', 'over', 'again', 'but', 'it', 'is', 'on', 'after', 'a', 'about', 'the', 'to', 'the']",21,0.49,
Sentence 42,61,"['“', 'constitutional', 'duty', 'get', 'done.', '”', 'inside', 'administration', ',', 'remains', 'open', 'question', 'Treasury', 'would', 'Congress', 'raise', 'limit', 'time', '—', ',', 'many', 'officials', 'say', ',', 'law', 'unclear', 'Constitution', ',', 'gives', 'Congress', 'power', 'tax', 'spend', '.']",34,"['It', 'is', 'their', 'to', 'this', 'But', 'the', 'it', 'an', 'what', 'do', 'if', 'does', 'not', 'the', 'in', 'because', 'the', 'is', 'and', 'so', 'is', 'the', 'which', 'the', 'to', 'and']",27,0.44,
Sentence 43,24,"['Officials', 'support', 'invoking', '14th', 'Amendment', 'continuing', 'issue', 'new', 'debt', 'contend', 'government', 'would', 'exposed', 'lawsuits', 'either', 'way', '.']",17,"['who', 'the', 'and', 'to', 'the', 'be', 'to']",7,0.29,
Sentence 44,31,"['fails', 'continue', 'paying', 'bills', 'X-date', ',', 'could', 'sued', 'anyone', 'paid', 'time', 'event', 'default', '.']",14,"['If', 'it', 'to', 'its', 'after', 'the', 'it', 'be', 'by', 'who', 'is', 'not', 'on', 'in', 'the', 'of', 'a']",17,0.55,
Sentence 45,36,"['officials', 'argued', 'statutory', 'borrowing', 'limit', 'binding', ',', 'attempt', 'ignore', 'would', 'draw', 'immediate', 'legal', 'challenge', 'would', 'likely', 'rise', 'quickly', 'Supreme', 'Court', '.']",21,"['Other', 'have', 'that', 'the', 'is', 'and', 'that', 'an', 'to', 'it', 'an', 'that', 'most', 'to', 'the']",15,0.42,
Sentence 46,19,"['broad', 'consensus', 'sides', 'debate', 'move', 'risks', 'roiling', 'financial', 'markets', '.']",10,"['There', 'is', 'a', 'on', 'both', 'of', 'the', 'that', 'the']",9,0.47,
Sentence 47,28,"['likely', 'cause', 'surge', 'short-term', 'borrowing', 'costs', 'investors', 'would', 'demand', 'premium', 'buy', 'debt', 'could', 'invalidated', 'court', '.']",16,"['It', 'is', 'to', 'a', 'in', 'because', 'a', 'to', 'that', 'be', 'by', 'a']",12,0.43,
Sentence 48,43,"['Moody', '’', 'Analytics', 'economist', 'Mark', 'Zandi', 'modeled', 'situation', 'year', 'found', 'would', 'create', 'short-term', 'economic', 'damage', 'long-term', 'gains', 'courts', 'upheld', 'constitutional', 'interpretation', '—', 'removing', 'threat', 'future', 'brinkmanship', 'limit', '.']",28,"['The', 's', 'such', 'a', 'this', 'and', 'it', 'but', 'if', 'the', 'by', 'the', 'of', 'over', 'the']",15,0.35,
Sentence 49,29,"['“', 'extraordinary', 'uncertainty', 'created', 'constitutional', 'crisis', 'leads', 'sell-off', 'financial', 'markets', 'Supreme', 'Court', 'rules', ',', '”', 'Mr.', 'Zandi', 'wrote', 'March', '.']",20,"['The', 'by', 'the', 'to', 'a', 'in', 'until', 'the', 'in']",9,0.31,
Sentence 50,53,"['Economic', 'growth', 'job', 'creation', 'would', 'dampened', 'briefly', ',', 'added', ',', '“', 'economy', 'avoids', 'recession', 'quickly', 'rebounds.', '”', 'Obama', 'administration', 'officials', 'considered', '—', 'quickly', 'discarded', '—', 'constitutional', 'theory', 'Republicans', 'refused', 'raise', 'limit', '2011', 'unless', 'president', 'agreed', 'spending', 'cuts', '.']",38,"['and', 'be', 'he', 'but', 'the', 'a', 'and', 'and', 'the', 'when', 'to', 'the', 'in', 'the', 'to']",15,0.28,
Sentence 51,25,"['Treasury', 'lawyers', 'never', 'issued', 'formal', 'opinion', 'question', ',', 'yet', 'year', ',', 'department', 'officials', 'said', 'week', '.']",16,"['a', 'on', 'the', 'and', 'they', 'have', 'not', 'this', 'this']",9,0.36,
Sentence 52,41,"['letter', 'editor', 'New', 'York', 'Times', '2011', ',', 'George', 'W.', 'Madison', ',', 'Treasury', '’', 'general', 'counsel', 'time', ',', 'suggested', 'department', 'officials', 'subscribe', 'theory', '.']",23,"['But', 'in', 'a', 'to', 'the', 'of', 'The', 'in', 'who', 'was', 's', 'at', 'the', 'that', 'did', 'not', 'to', 'the']",18,0.44,
Sentence 53,42,"['directly', 'challenging', 'assertion', 'constitutional', 'law', 'professor', 'Laurence', 'H.', 'Tribe', ',', 'wrote', 'opinion', 'essay', 'Times', 'Treasury', 'Secretary', 'Timothy', 'F.', 'Geithner', 'pushed', 'embrace', '14th', 'Amendment', 'interpretation', ',', 'Mr', '.']",27,"['He', 'was', 'an', 'by', 'the', 'who', 'in', 'an', 'in', 'The', 'that', 'had', 'to', 'the', 'which']",15,0.36,
Sentence 54,3,"['Tribe', 'opposed', '.']",3,[],0,0.0,
Sentence 55,55,"['“', 'Like', 'every', 'previous', 'secretary', 'Treasury', 'confronted', 'question', ',', '”', 'Mr.', 'Madison', 'wrote', ',', '“', 'Secretary', 'Geithner', 'always', 'viewed', 'debt', 'limit', 'binding', 'legal', 'constraint', 'raised', 'Congress.', '”', 'Jim', 'Tankersley', 'White', 'House', 'correspondent', 'focus', 'economic', 'policy', '.']",36,"['of', 'the', 'who', 'has', 'the', 'has', 'the', 'as', 'a', 'that', 'can', 'only', 'be', 'by', 'is', 'a', 'with', 'a', 'on']",19,0.35,
Sentence 56,43,"['written', 'decade', 'Washington', 'decline', 'opportunity', 'American', 'workers', ',', 'author', '``', 'Riches', 'Land', ':', 'Untold', ',', 'True', 'Story', 'America', ""'s"", 'Middle', 'Class', '.', ""''""]",23,"['He', 'has', 'for', 'more', 'than', 'a', 'in', 'about', 'the', 'of', 'for', 'and', 'is', 'the', 'of', 'The', 'of', 'This', 'The', 'of']",20,0.47,
Sentence 57,3,"['@', 'jimtankersley', 'Advertisement']",3,[],0,0.0,
