Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 19,52,"['White', 'House', 'budget', 'office', 'said', 'Defense', 'Department', 'funding', 'exempted', 'discretionary', 'spending', 'cuts', ',', 'Republicans', 'indicated', ',', 'GOP', 'bill', 'would', 'initially', 'require', '22', '%', 'cut', 'funding', 'discretionary', 'programs', ',', 'assuming', 'cuts', 'applied', 'across', 'board', '.']",34,"['The', 'has', 'that', 'if', 'is', 'from', 'the', 'as', 'have', 'the', 'a', 'to', 'for', 'all', 'other', 'the', 'are', 'the']",18,0.35,
Sentence 20,45,"['“', 'legislation', 'proposed', 'Congressional', 'Republicans', 'would', 'set', 'FY2024', 'topline', '$', '1.471', 'trillion', ',', 'equal', 'FY', '2022', 'level', ',', '”', 'says', 'April', '20', 'blog', 'post', 'written', 'Shalanda', 'Young', ',', 'director', 'Office', 'Management', 'Budget', '.']",33,"['The', 'by', 'the', 'at', 'to', 'the', 'an', 'by', 'of', 'the', 'of', 'and']",12,0.27,
Sentence 21,89,"['“', 'assumption', 'funding', 'defense', 'FY', '2024', 'least', 'match', 'baseline', 'level', '$', '885', 'billion', ',', 'non-defense', 'funding', 'would', 'total', '$', '586', 'billion', ',', '22', 'percent', 'lower', 'currently', 'enacted', 'level', '$', '756', 'billion.', '”', 'Among', 'things', ',', 'cuts', 'would', '“', 'undermine', 'medical', 'care', 'veterans', ',', '”', 'leading', '“', '30', 'million', 'fewer', 'veteran', 'outpatient', 'visits', ',', '81,000', 'jobs', 'lost', 'across', 'Veterans', 'Health', 'Administration', ',', '”', 'Young', '’', 'blog', 'post', 'said', '.']",68,"['Under', 'the', 'that', 'for', 'in', 'will', 'at', 'the', 'of', 'which', 'is', 'than', 'the', 'of', 'other', 'those', 'for', 'to', 'and', 'the', 's']",21,0.24,
Sentence 22,89,"['April', '30', 'tweet', 'Biden', '’', 'presidential', 'Twitter', 'account', 'similarly', 'claimed', '“', '217', 'House', 'Republicans', 'Voted', 'Undermine', 'Veterans', '’', 'Health', 'Care', ',', '”', 'Democratic', 'lawmakers', ',', 'like', 'Sen.', 'Chris', 'Coons', ',', 'claimed', 'GOP', 'bill', '“', 'would', 'cut', 'veterans', '’', 'health', 'care.', '”', 'Veterans', 'groups', 'also', 'raised', 'concerns', 'potential', 'impact', 'legislation', ',', 'Department', 'Veterans', '’', 'Affairs', 'warned', 'discretionary', 'spending', 'cuts', 'could', 'affect', 'additional', 'benefits', 'veterans', '—', 'health', 'care', '.']",67,"['An', 'from', 's', 'that', 'to', 'and', 'other', 'that', 'the', 'have', 'about', 'the', 'of', 'the', 'and', 'the', 'of', 'has', 'that', 'for', 'not', 'just']",22,0.25,
Sentence 23,19,"['responding', 'comments', ',', 'Republicans', 'said', 'would', 'reduce', 'funding', 'defense', 'veterans', '.']",11,"['In', 'to', 'these', 'have', 'they', 'not', 'for', 'or']",8,0.42,
Sentence 24,35,"['ABC', '’', '“', 'Week', '”', 'April', '30', ',', 'House', 'Majority', 'Leader', 'Steve', 'Scalise', ',', 'interviewed', 'Coons', ',', 'disagreed', 'claim', 'cuts', 'services', 'veterans', '.']",23,"['On', 's', 'This', 'on', 'who', 'was', 'after', 'with', 'the', 'about', 'to', 'for']",12,0.34,
Sentence 25,11,"['“', 'talk', 'protecting', 'veterans', ',', '”', 'Scalise', 'said', '.']",9,"['We', 'about']",2,0.18,
Sentence 26,12,"['“', '’', 'heard', 'lie', '.']",5,"['We', 've', 'this', 'over', 'and', 'over', 'again']",7,0.58,
Sentence 27,11,"['speaker', 'said', '’', 'protecting', 'veterans', '.']",6,"['The', 'himself', 'has', 'we', 're']",5,0.45,
Sentence 28,16,"['boss', ',', 'chairman', 'Veterans', 'Affairs', 'Committee', ',', 'veteran', '.']",9,"['My', 'the', 'of', 'the', 'is', 'a', 'himself']",7,0.44,
Sentence 29,13,"['person', 'talking', 'cutting', 'veterans', '’', 'benefits', 'Joe', 'Biden', '.']",9,"['The', 'only', 'about', 'is']",4,0.31,
Sentence 30,87,"['’', 'tell', ',', 'majority', 'leader', ',', 'bring', 'bill', 'floor', 'House', ',', 'even', 'President', 'Biden', 'wants', ',', 'bring', 'bill', 'cuts', 'veterans.', '”', 'April', '21', 'statement', 'released', 'vote', 'GOP', 'bill', ',', 'Rep.', 'Mike', 'Bost', ',', 'veterans', 'committee', 'chairman', 'Scalise', 'mentioned', ',', 'said', 'Democrats', '“', 'spread', 'false', 'claims', '”', 'House', 'Republicans', 'trying', 'cut', 'veterans', '’', 'benefits', '.']",54,"['And', 'I', 'll', 'you', 'as', 'the', 'I', 'will', 'not', 'a', 'to', 'the', 'of', 'the', 'if', 'it', 'I', 'will', 'not', 'a', 'that', 'our', 'In', 'an', 'before', 'the', 'on', 'the', 'the', 'whom', 'had', 'about', 'to']",33,0.38,
Sentence 31,31,"['“', 'commonsense', 'bill', 'grow', 'economy', 'save', 'American', 'taxpayers', 'money', ',', 'protecting', 'veterans', '’', 'benefits', ',', 'Social', 'Security', ',', 'Medicare', ',', '”', 'said', '.']",23,"['This', 'will', 'the', 'and', 'all', 'while', 'and', 'he']",8,0.26,
Sentence 32,41,"['“', 'Republicans', 'always', 'prioritized', 'veterans', 'spending', 'ensure', 'veterans', 'access', 'care', ',', 'benefits', ',', 'services', 'earned', ',', 'Chairman', 'Committee', ',', 'number', 'one', 'priority', '.']",23,"['have', 'in', 'our', 'to', 'have', 'to', 'the', 'and', 'they', 'have', 'and', 'as', 'the', 'of', 'this', 'that', 'is', 'my']",18,0.44,
Sentence 33,105,"['Anyone', 'questions', 'commitment', 'men', 'women', 'served', 'find', 'new', 'talking', 'points.', '”', 'email', 'FactCheck.org', ',', 'Chad', 'Gilmartin', ',', 'deputy', 'spokesman', 'House', 'Speaker', 'Kevin', 'McCarthy', ',', 'said', ',', '“', 'Democrats', 'point', 'bill', 'says', 'claims', 'make.', '”', 'said', ',', 'text', 'bill', 'specify', 'parts', 'discretionary', 'budget', 'would', 'cut', '—', 'also', 'say', 'parts', 'would', 'shielded', 'future', 'cuts', ',', 'point', 'White', 'House', 'made', 'us', '.']",59,"['who', 'our', 'to', 'the', 'and', 'who', 'have', 'should', 'In', 'an', 'to', 'for', 'should', 'to', 'where', 'in', 'the', 'it', 'any', 'of', 'the', 'that', 'they', 'As', 'we', 'the', 'of', 'the', 'does', 'not', 'which', 'of', 'the', 'be', 'but', 'it', 'does', 'not', 'which', 'be', 'from', 'which', 'is', 'a', 'the', 'to']",46,0.44,
Sentence 34,42,"['“', 'Congressional', 'Republicans', 'could', 'protected', 'veterans', '’', 'medical', 'care', '”', 'bill', '“', 'chose', '—', '24', 'veterans', 'organizations', 'opposed', 'bill', ',', '”', 'White', 'House', 'spokesperson', 'said', 'emailed', 'statement', '.']",28,"['have', 'in', 'the', 'but', 'they', 'not', 'to', 'which', 'is', 'why', 'this', 'a', 'in', 'an']",14,0.33,
Sentence 35,17,"['would', 'note', 'bill', 'also', 'state', 'defense', 'spending', 'spared', '.']",9,"['We', 'that', 'the', 'does', 'not', 'that', 'will', 'be']",8,0.47,
Sentence 36,28,"['However', ',', 'Democrats', 'seemingly', 'accepted', 'Republican', 'assurances', 'would', ',', 'dismissing', 'similar', 'assurances', 'funding', 'veterans', 'also', 'would', 'cut', '.']",18,"['have', 'that', 'it', 'be', 'while', 'now', 'that', 'for', 'not', 'be']",10,0.36,
Sentence 37,36,"['Republicans', 'exclude', 'defense', 'veterans', '’', 'health', 'care', 'cuts', ',', 'say', 'would', ',', 'means', 'discretionary', 'programs', 'would', 'cut', 'larger', 'percentages', '.']",20,"['But', 'if', 'were', 'to', 'and', 'from', 'as', 'they', 'they', 'do', 'that', 'other', 'have', 'to', 'be', 'by']",16,0.44,
Sentence 38,51,"['“', 'protect', 'defense', 'veterans', '’', 'health', 'care', 'cuts', ',', 'non-defense', 'discretionary', 'programs', 'would', 'cut', '33', 'percent', '2024', '59', 'percent', '2025', ',', '”', 'left-leaning', 'Center', 'Budget', 'Policy', 'Priorities', 'estimated', 'April', '24', 'analysis', '.']",32,"['If', 'they', 'both', 'and', 'from', 'then', 'all', 'other', 'have', 'to', 'be', 'in', 'and', 'in', 'the', 'on', 'and', 'in', 'an']",19,0.37,
Sentence 39,21,"['Discretionary', 'funding', 'also', 'pays', 'programs', 'homeland', 'security', ',', 'transportation', ',', 'education', ',', 'housing', ',', 'social', 'services', '.']",17,"['for', 'for', 'and', 'more']",4,0.19,
Sentence 40,29,"['Ultimately', ',', 'specific', 'spending', 'cuts', ',', 'exemptions', 'cuts', ',', 'would', 'addressed', 'regular', 'appropriations', 'process', '—', 'GOP', 'bill', 'somehow', 'became', 'law', '.']",21,"['or', 'from', 'those', 'be', 'during', 'the', 'if', 'the']",8,0.28,
Sentence 41,11,"['Editor', '’', 'note', ':', 'FactCheck.org', 'accept', 'advertising', '.']",8,"['s', 'does', 'not']",3,0.27,
Sentence 42,12,"['rely', 'grants', 'individual', 'donations', 'people', 'like', '.']",7,"['We', 'on', 'and', 'from', 'you']",5,0.42,
Sentence 43,5,"['Please', 'consider', 'donation', '.']",4,['a'],1,0.2,
Sentence 44,13,"['Credit', 'card', 'donations', 'may', 'made', '“', 'Donate', '”', 'page', '.']",10,"['be', 'through', 'our']",3,0.23,
Sentence 45,28,"['prefer', 'give', 'check', ',', 'send', ':', 'FactCheck.org', ',', 'Annenberg', 'Public', 'Policy', 'Center', ',', '202', 'S.', '36th', 'St.', ',', 'Philadelphia', ',', 'PA', '19104', '.']",23,"['If', 'you', 'to', 'by', 'to']",5,0.18,
Sentence 46,16,"['Q', ':', 'development', 'offshore', 'wind', 'energy', 'farms', 'U.S.', 'killing', 'whales', '?']",11,"['Is', 'the', 'of', 'in', 'the']",5,0.31,
Sentence 47,27,"[':', 'Whales', 'dying', 'unusual', 'rate', 'along', 'Atlantic', 'Coast', 'since', '2016', ',', 'often', 'ship', 'strikes', 'entanglements', 'fishing', 'gear', '.']",18,"['A', 'have', 'been', 'at', 'an', 'the', 'from', 'or', 'with']",9,0.33,
Sentence 48,23,"['Federal', 'agencies', 'experts', 'say', 'link', 'offshore', 'wind', 'activities', ',', 'although', 'continue', 'study', 'potential', 'risks', '.']",15,"['and', 'there', 'is', 'no', 'to', 'they', 'to', 'the']",8,0.35,
