Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 17,39,"['``', ',', 'fact', ',', 'ideas', 'great', ',', 'leadership', 'outstanding', ',', 'lead', 'increase', 'gets', 'stage', ',', 'decrease', ',', ""''"", 'Christie', 'said', '.']",21,"['If', 'in', 'his', 'are', 'so', 'if', 'his', 'is', 'so', 'then', 'his', 'will', 'only', 'if', 'he', 'on', 'the', 'not']",18,0.46,
Sentence 18,9,"['``', 'obviously', ',', ""'s"", 'afraid', '.', ""''""]",7,"['But', 'he']",2,0.22,
Sentence 19,58,"['Trump', 'regularly', 'criticizes', 'news', 'coverage', 'receives', 'Fox', 'News', ',', 'host', 'August', 'debate', ',', 'second', 'debate', 'hosted', 'Ronald', 'Reagan', 'Presidential', 'Foundation', '&', 'Institute', ',', 'whose', 'board', 'chaired', 'Fred', 'Ryan', ',', 'publisher', 'Washington', 'Post', '--', 'another', 'Trump', ""'s"", 'favorite', 'media', 'targets', '.']",40,"['the', 'he', 'on', 'the', 'of', 'the', 'and', 'the', 'is', 'being', 'by', 'the', 'is', 'by', 'the', 'of', 'The', 'of']",18,0.31,
Sentence 20,40,"['Rather', 'debate', ',', 'Trump', 'allies', 'say', 'could', 'offer', 'counterprogramming', ',', 'holding', 'rally', 'event', 'time', ',', 'possibly', 'making', 'debate', 'feel', 'smaller', 'without', 'person', 'seen', 'primary', 'front-runner', '.']",26,"['than', 'that', 'he', 'a', 'or', 'some', 'other', 'at', 'the', 'same', 'a', 'the', 'as', 'the']",14,0.35,
Sentence 21,24,"['campaign', 'also', 'boasts', 'presence', 'adds', 'millions', 'eyeballs', 'debates', ',', 'inadvertently', 'benefiting', 'current', 'would-be', 'foes', 'like', 'Florida', 'Gov', '.']",18,"['His', 'that', 'his', 'of', 'to', 'and']",6,0.25,
Sentence 22,8,"['Ron', 'DeSantis', ',', 'former', 'South', 'Carolina', 'Gov', '.']",8,[],0,0.0,
Sentence 23,11,"['Nikki', 'Haley', ',', 'South', 'Carolina', 'Sen.', 'Tim', 'Scott', 'others', '.']",10,['and'],1,0.09,
Sentence 24,56,"['``', 'President', 'Trump', 'clear', 'front-runner', '--', 'evidenced', 'dominating', 'poll', 'numbers', 'showing', 'crushing', 'competition', 'primary', 'general', 'elections', '--', 'surprise', 'every', 'candidate', 'potential', 'candidate', 'wants', 'ride', 'coattails', 'relevancy', ',', ""''"", 'campaign', 'spokesperson', 'Steven', 'Cheung', 'said', 'statement', '.']",35,"['is', 'the', 'as', 'by', 'his', 'him', 'the', 'in', 'the', 'and', 'and', 'it', 'is', 'no', 'other', 'and', 'to', 'his', 'to', 'in', 'a']",21,0.38,
Sentence 25,33,"['Still', ',', 'advisers', 'conservatives', 'might', 'run', '2024', 'argue', 'even', 'diminished', 'audience', 'benefits', 'candidates', ',', 'would', 'ability', 'shine', 'Trump-less', 'debate', '.']",20,"['to', 'other', 'who', 'in', 'that', 'a', 'their', 'who', 'have', 'more', 'to', 'in', 'a']",13,0.39,
Sentence 26,22,"['``', 'gives', 'lot', 'people', 'lot', 'air', 'time', 'talk', 'want', 'talk', '.']",11,"['It', 'a', 'of', 'a', 'more', 'to', 'about', 'what', 'they', 'to', 'about']",11,0.5,
Sentence 27,59,"[""'ll"", 'Trump', ',', 'lot', ""'ll"", 'issues', 'believe', 'differences', ',', ""''"", 'said', 'one', 'aide', 'potential', '2024', 'Republican', 'candidate', ',', 'said', ""n't"", 'want', 'Trump', 'attend', 'asked', 'quoted', 'name', '.']",27,"['And', 'some', 'of', 'it', 'be', 'about', 'but', 'a', 'of', 'it', 'be', 'about', 'themselves', 'and', 'that', 'they', 'in', 'and', 'between', 'themselves', 'to', 'a', 'who', 'he', 'does', 'to', 'and', 'who', 'not', 'to', 'be', 'by']",32,0.54,
Sentence 28,32,"['``', 'think', 'first', 'debate', 'fireworks', 'Trump', 'would', 'brought', ',', ""''"", 'said', 'aide', 'different', 'Republican', 'eyeing', '2024', 'campaign', '.']",18,"['I', 'the', 'will', 'not', 'have', 'the', 'that', 'have', 'to', 'it', 'an', 'to', 'a', 'a']",14,0.44,
Sentence 29,30,"['``', 'opportunity', 'candidates', '--', 'DeSantis', ',', 'Tim', 'Scott', ',', 'Nikki', 'Haley', 'whoever', 'else', 'may', 'join', '--', 'introduce', 'voters', '.']",19,"['But', 'it', 'will', 'be', 'an', 'for', 'other', 'and', 'to', 'themselves', 'to']",11,0.37,
Sentence 30,8,"['clean', 'introduction', '.']",3,"['This', 'will', 'be', 'a', 'very']",5,0.62,
Sentence 31,16,"[',', 'ways', ',', ""'s"", 'actually', 'quite', 'helpful', 'field', '.', ""''""]",10,"['So', 'in', 'some', 'it', 'for', 'the']",6,0.38,
Sentence 32,26,"['However', ',', 'even', 'Trump', ""'s"", 'foes', 'breakout', 'moment', ',', 'GOP', 'operatives', 'argued', 'edge', 'likely', 'temporary', '.']",16,"['if', 'do', 'have', 'a', 'other', 'that', 'any', 'is', 'to', 'be']",10,0.38,
Sentence 33,30,"[""'s"", ',', 'political', 'consultants', 'previously', 'told', 'ABC', 'News', 'debates', ""n't"", 'always', 'swaying', 'voters', ',', 'make', 'minds', 'based', 'many', 'different', 'sources', '.']",21,"['What', 'more', 'have', 'that', 'are', 'who', 'up', 'their', 'on']",9,0.3,
Sentence 34,16,"['former', 'president', 'anticipated', ',', 'right', ',', 'skip', 'every', 'primary', 'debate', '.']",11,"['The', 'is', 'not', 'now', 'to']",5,0.31,
Sentence 35,34,"['``', 'think', ""'s"", 'ultimately', 'forgotten', ',', ""''"", 'veteran', 'GOP', 'strategist', 'Bob', 'Heckman', 'said', 'asked', 'impact', 'Trump', ""'s"", 'absence', 'would', 'blunted', 'returns', 'stage', '.']",23,"['I', 'it', 'when', 'if', 'any', 'from', 'be', 'once', 'he', 'to', 'the']",11,0.32,
Sentence 36,19,"['``', ""'s"", 'way', 'presidential', 'campaigns', 'go', ',', ""'re"", 'momentum', 'driven', ',', ""''"", 'Heckman', 'said', '.']",15,"['That', 'the', 'they', 'all']",4,0.21,
Sentence 37,29,"['faced', 'Trump', 'team', 'warn', 'debating', 'style', '--', 'infamously', 'characterized', 'personal', 'insults', '--', 'difficult', 'counteract', '.']",15,"['And', 'those', 'who', 'have', 'off', 'against', 'and', 'his', 'that', 'his', 'by', 'can', 'be', 'to']",14,0.48,
Sentence 38,10,"['``', 'Trump', 'tough', ""'s"", 'unorthodox', '.']",6,"['is', 'because', 'he', 'so']",4,0.4,
Sentence 39,38,"[""n't"", 'follow', 'traditional', 'rules', 'debating', 'liable', 'say', 'literally', 'anything', ',', ""''"", 'said', 'Alex', 'Conant', ',', 'top', 'staffer', 'Florida', 'Sen.', 'Marco', 'Rubio', ""'s"", '2016', 'presidential', 'campaign', '.']",26,"['He', 'does', 'any', 'of', 'the', 'of', 'and', 'is', 'as', 'to', 'a', 'on']",12,0.32,
Sentence 40,25,"['``', ""'ll"", 'attack', 'everyone', 'stage', ',', ""'ll"", 'take', 'audience', ',', ""'ll"", 'attack', 'moderator', ',', ""''"", 'Conant', 'said', '.']",18,"['He', 'on', 'the', 'he', 'the', 'he', 'the']",7,0.28,
Sentence 41,10,"['``', ""'s"", 'first', 'answer', '.', ""''""]",6,"['And', 'that', 'just', 'his']",4,0.4,
Sentence 42,8,"['24/7', 'coverage', 'breaking', 'news', 'live', 'events']",6,"['of', 'and']",2,0.25,
