Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 18,55,"['video', ',', 'press', 'team', 'highlighted', 'Twitter', ',', 'DeSantis', 'decries', '“', 'woke', 'mind', 'virus', ',', '”', 'calls', '“', 'form', 'cultural', 'Marxism', 'tries', 'divide', 'us', 'based', 'identity', 'politics.', '”', ',', 'follow', 'professional', 'internet', 'user', 'political', 'observer', '.']",35,"['In', 'the', 'which', 'his', 'on', 'the', 'which', 'he', 'a', 'of', 'that', 'to', 'on', 'Now', 'I', 'can', 'this', 'as', 'a', 'and']",20,0.36,
Sentence 19,57,"['know', '“', 'woke', 'mind', 'virus', '”', 'term', 'art', '(', 'condescending', 'misguided', ')', 'idea', 'progressive', 'views', 'race', 'gender', 'outside', 'contagion', 'threatening', 'minds', 'young', 'people', 'might', 'otherwise', 'reject', 'structural', 'explanations', 'racial', 'inequality', 'embrace', 'traditional', 'vision', 'gender', 'binary', '.']",36,"['I', 'that', 'is', 'a', 'of', 'for', 'the', 'and', 'that', 'on', 'and', 'are', 'an', 'the', 'of', 'who', 'of', 'and', 'a', 'of', 'the']",21,0.37,
Sentence 20,18,"['know', '“', 'cultural', 'Marxism', '”', 'right-wing', 'buzzword', 'meant', 'sound', 'scary', 'imposing', '.']",12,"['I', 'that', 'is', 'a', 'to', 'and']",6,0.33,
Sentence 21,16,"['normal', 'person', ',', 'hand', ',', 'language', 'borderline', 'unintelligible', '.']",9,"['To', 'a', 'on', 'the', 'other', 'this', 'is']",7,0.44,
Sentence 22,32,"['’', 'tell', 'anything', ';', '’', 'obviously', 'mean', 'anything', ';', '’', 'quite', 'likely', 'far', 'afield', 'interests', 'concerns', '.']",17,"['It', 'doesn', 't', 'you', 'it', 'doesn', 't', 'and', 'it', 's', 'to', 'be', 'of', 'your', 'and']",15,0.47,
Sentence 23,27,"['DeSantis', 'regular', 'offender', 'comes', 'speaking', 'jargon', 'culture', 'war-obsessed', 'conservatives', ',', '’', 'one', '.']",13,"['is', 'a', 'when', 'it', 'to', 'in', 'the', 'of', 'but', 'he', 's', 'not', 'the', 'only']",14,0.52,
Sentence 24,11,"['’', 'problem', 'jargon', '.']",4,"['And', 'it', 's', 'not', 'just', 'a', 'of']",7,0.64,
Sentence 25,27,"['Republican', 'politicians', '—', 'presidential', 'contenders', 'anonymous', 'state', 'legislators', '—', 'monomaniacally', 'focused', 'banning', 'books', ',', 'fighting', '“', 'wokeness', '”', 'harassing', 'transgender', 'people', '.']",22,"['from', 'to', 'are', 'on', 'and']",5,0.19,
Sentence 26,29,"['Republicans', 'even', 'still', 'denying', 'legitimacy', '2020', 'presidential', 'election', ',', 'doubling', 'election-related', 'conspiracies', 'hobbled', 'many', 'Republican', 'candidates', 'midterms', '.']",18,"['Some', 'are', 'the', 'of', 'the', 'down', 'on', 'the', 'that', 'in', 'the']",11,0.38,
Sentence 27,51,"['Americans', 'care', 'various', 'Republican', 'obsessions', '—', 'recent', 'Fox', 'News', 'poll', '1', 'percent', 'respondents', 'said', '“', 'wokeness', '”', '“', 'important', 'issue', 'facing', 'country', 'today', '”', '—', 'large', 'majority', 'say', 'obsessions', 'gone', 'far', '.']",32,"['Not', 'only', 'do', 'not', 'about', 'the', 'in', 'a', 'of', 'was', 'the', 'most', 'the', 'but', 'a', 'that', 'those', 'have', 'too']",19,0.37,
Sentence 28,21,"['According', 'Fox', ',', '60', 'percent', 'Americans', 'said', '“', 'book', 'banning', 'school', 'boards', '”', 'major', 'problem', '.']",16,"['to', 'of', 'by', 'was', 'a']",5,0.24,
Sentence 29,14,"['Fifty-seven', 'percent', 'said', 'political', 'attacks', 'families', 'transgender', 'children', '.']",9,"['the', 'same', 'for', 'on', 'with']",5,0.36,
Sentence 30,35,"['nothing', 'Biden', '’', 'first', 'TV', 'ad', '2024', 'campaign', ',', 'took', 'specific', 'aim', 'conservative', 'book', 'bans', 'threat', 'freedom', 'American', 'democracy', '.']",20,"['It', 'is', 'not', 'for', 'that', 'in', 's', 'of', 'the', 'he', 'at', 'as', 'a', 'to', 'and']",15,0.43,
Sentence 31,15,"['yet', '’', 'sign', 'Republicans', 'relent', 'shift', 'focus', '.']",8,"['And', 'there', 's', 'no', 'that', 'will', 'and']",7,0.47,
Sentence 32,23,"['opposite', ',', 'fact', ';', 'party', 'poised', 'lurch', 'even', 'farther', 'road', 'alienating', 'preoccupations', '.']",13,"['Just', 'the', 'in', 'the', 'is', 'to', 'down', 'the', 'of', 'its']",10,0.43,
Sentence 33,104,"['abortion', ',', 'example', ',', 'Ronna', 'McDaniel', ',', 'chairwoman', 'Republican', 'National', 'Committee', ',', 'says', 'candidates', 'need', 'address', 'issue', '“', 'head-on', '”', '2024', '—', '’', '“', 'uncomfortable', '”', 'issue', 'need', 'say', '“', '’', 'proud', 'pro-life.', '”', 'Republican', 'Party', 'veered', 'quite', 'far', 'Americans', 'abortion', 'rights', ',', 'contested', 'race', 'presidential', 'nomination', ',', '“', 'head-on', '”', 'focus', 'possibly', 'mean', 'fight', 'candidate', 'claim', 'draconian', 'abortion', 'views', 'policy', 'aims', '.']",63,"['On', 'for', 'the', 'of', 'the', 'to', 'the', 'in', 'that', 'they', 'can', 't', 'be', 'on', 'the', 'and', 'to', 'I', 'm', 'to', 'be', 'But', 'the', 'has', 'from', 'most', 'on', 'and', 'in', 'a', 'for', 'the', 'a', 'will', 'a', 'over', 'which', 'can', 'the', 'most', 'and']",41,0.39,
Sentence 34,52,"['’', ':', 'DeSantis', 'midst', 'legal', 'battle', 'Disney', ',', 'one', 'beloved', 'companies', 'planet', ',', 'House', 'Republicans', 'threatening', 'global', 'economy', 'order', 'pass', 'set', 'deeply', 'unpopular', 'spending', 'cuts', 'widely', 'used', 'assistance', 'programs', '.']",30,"['There', 's', 'more', 'is', 'in', 'the', 'of', 'a', 'with', 'of', 'the', 'most', 'on', 'the', 'and', 'are', 'the', 'in', 'to', 'a', 'of', 'to']",22,0.42,
Sentence 35,27,"['Taken', 'together', ',', '’', 'Republican', 'Party', 'committed', 'off-putting', 'possible', 'many', 'Americans', 'possible', '.']",13,"['it', 's', 'as', 'if', 'the', 'has', 'itself', 'to', 'being', 'as', 'as', 'to', 'as', 'as']",14,0.52,
Sentence 36,13,"['’', 'mean', 'party', 'doomed', ',', 'course', '.']",7,"['That', 'doesn', 't', 'the', 'is', 'of']",6,0.46,
Sentence 37,21,"['moment', ',', 'hard', 'say', '’', 'road', 'political', 'success', '.']",9,"['But', 'as', 'of', 'this', 'it', 'is', 'to', 'it', 's', 'on', 'the', 'to']",12,0.57,
Sentence 38,5,"['Joe', 'Biden', '?']",3,"['As', 'for']",2,0.4,
Sentence 39,18,"['current', 'state', 'Republican', 'Party', 'strengthens', 'important', 'political', 'asset', '—', 'normalcy', '.']",11,"['The', 'of', 'the', 'only', 'his', 'most', 'his']",7,0.39,
Sentence 40,14,"['promised', ',', '2020', ',', 'would', 'normal', 'president', '.']",8,"['He', 'in', 'that', 'he', 'be', 'a']",6,0.43,
Sentence 41,17,"['promising', ',', '2024', ',', 'continue', 'serve', 'normal', 'president', '.']",9,"['And', 'he', 'is', 'for', 'to', 'to', 'as', 'a']",8,0.47,
Sentence 42,12,"['Normal', '’', 'fun', 'normal', '’', 'exciting', '.']",7,"['isn', 't', 'and', 'isn', 't']",5,0.42,
Sentence 43,20,"['normal', 'already', 'one', 'election', ',', '’', 'surprised', 'wins', 'another', '.']",10,"['But', 'has', 'won', 'and', 'I', 'won', 't', 'be', 'if', 'it']",10,0.5,
Sentence 44,14,"['Times', 'committed', 'publishing', 'diversity', 'letters', 'editor', '.']",7,"['The', 'is', 'to', 'a', 'of', 'to', 'the']",7,0.5,
Sentence 45,17,"['’', 'like', 'hear', 'think', 'articles', '.']",6,"['We', 'd', 'to', 'what', 'you', 'about', 'this', 'or', 'any', 'of', 'our']",11,0.65,
Sentence 46,5,"['tips', '.']",2,"['Here', 'are', 'some']",3,0.6,
Sentence 47,10,"[""'s"", 'email', ':', 'letters', '@', 'nytimes.com', '.']",7,"['And', 'here', 'our']",3,0.3,
Sentence 48,18,"['Follow', 'New', 'York', 'Times', 'Opinion', 'section', 'Facebook', ',', 'Twitter', '(', '@', 'NYTopinion', ')', 'Instagram', '.']",15,"['The', 'on', 'and']",3,0.17,
Sentence 49,12,"['Jamelle', 'Bouie', 'became', 'New', 'York', 'Times', 'Opinion', 'columnist', '2019', '.']",10,"['a', 'in']",2,0.17,
Sentence 50,12,"['chief', 'political', 'correspondent', 'Slate', 'magazine', '.']",6,"['Before', 'that', 'he', 'was', 'the', 'for']",6,0.5,
Sentence 51,11,"['based', 'Charlottesville', ',', 'Va.', ',', 'Washington', '.']",7,"['He', 'is', 'in', 'and']",4,0.36,
Sentence 52,3,"['@', 'jbouie', 'Advertisement']",3,[],0,0.0,
