Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,17,"['nothing', 'bill—nothing', 'radical', 'cynical', '.']",5,"['There', 'was', 'on', 'what', 'was', 'in', 'the', 'about', 'how', 'and', 'it', 'is']",12,0.71,
Sentence 12,9,"['(', 'moment', '.', ')']",4,"['More', 'on', 'that', 'in', 'a']",5,0.56,
Sentence 13,54,"['take', 'New', 'York', 'Times', 'report', 'Thursday', 'covering', 'options', 'faced', 'Biden', ',', 'focusing', 'largely', 'tactics', ',', 'normal', 'typical', 'negotiation—one', 'Biden', 'cooperating', '’', 'meet', 'McCarthy', 'horsetrading', 'necessary', 'reach', 'deal', '.']",28,"['Or', 'this', 'from', 'the', 'now', 'by', 'on', 'as', 'if', 'this', 'were', 'a', 'and', 'where', 'is', 'not', 'because', 'he', 'won', 't', 'with', 'to', 'do', 'the', 'to', 'a']",26,0.48,
Sentence 14,17,"['sure', ',', 'Politico', 'Times', 'covered', 'issue', 'depth', 'elsewhere', '.']",9,"['To', 'be', 'both', 'and', 'the', 'have', 'this', 'in']",8,0.47,
Sentence 15,16,"['mainstream', 'outlets', 'offered', 'blunt', ',', 'accurate', 'reporting', 'analysis', '.']",9,"['And', 'there', 'are', 'other', 'that', 'have', 'and']",7,0.44,
Sentence 16,30,"['tendency', 'slide', 'familiar', 'journalistic', 'ruts—to', 'focus', 'mechanics', 'dealmaking', 'rather', 'makes', 'situation', 'historically', 'abnormal', 'dangerous—must', 'constantly', 'resisted', '.']",17,"['But', 'the', 'to', 'into', 'on', 'the', 'of', 'than', 'on', 'what', 'the', 'and', 'be']",13,0.43,
Sentence 17,10,"['radical', 'proposal', 'House', 'Republicans', 'passed', '?']",6,"['How', 'is', 'the', 'that']",4,0.4,
Sentence 18,45,"['read', 'bill', ',', 'Washington', 'Post', 'columnist', 'Catherine', 'Rampell', 'summarized', 'well', ':', 'plan', ',', '“', 'overall', 'nondefense', 'discretionary', 'spending', 'would', 'slashed', 'nearly', 'one-third', 'average', '2024', ',', 'adjusting', 'inflation', '.']",28,"['You', 'can', 'the', 'for', 'yourself', 'here', 'but', 'it', 'Under', 'the', 'most', 'be', 'by', 'on', 'in', 'after', 'for']",17,0.38,
Sentence 19,42,"['cuts', 'would', 'expand', 'roughly', '59', 'percent', ',', 'average', ',', '2033', ',', 'according', 'estimates', 'Center', 'Budget', 'Policy', 'Priorities', 'Center', 'American', 'Progress.', '”', 'cynical', 'Republican', 'proposal', '?']",25,"['The', 'then', 'to', 'on', 'by', 'to', 'from', 'both', 'the', 'on', 'and', 'and', 'the', 'for', 'How', 'is', 'the']",17,0.4,
Sentence 20,31,"['passed', 'expectation', 'would', 'become', 'law', ',', 'since', 'everyone', 'knows', 'Democratic-led', 'Senate', 'Democratic', 'president', 'would', 'allow', 'happen', '.']",17,"['It', 'was', 'not', 'with', 'any', 'that', 'it', 'that', 'the', 'and', 'the', 'not', 'that', 'to']",14,0.45,
Sentence 21,6,"['complete', 'nonstarter', '.']",3,"['It', 'is', 'a']",3,0.5,
Sentence 22,38,"['means', 'GOP', 'using', 'possibility', 'devastating', 'cuts', 'programs', 'millions', 'Americans', 'rely—eviscerating', 'crucial', 'public', 'services', 'safety', 'net', 'protections—as', 'kind', 'symbolic', 'gesture', 'purposes', 'negotiation', '.']",22,"['Which', 'that', 'the', 'is', 'the', 'of', 'to', 'on', 'which', 'of', 'and', 'a', 'of', 'for', 'the', 'of']",16,0.42,
Sentence 23,8,"['historically', 'extreme', 'Republican', 'proposal', '?']",5,"['How', 'is', 'the']",3,0.38,
Sentence 24,23,"['course', ',', 'seen', 'politicians', 'take', 'kind', 'stance', 'past', ',', 'cut', 'necessary', 'deals', '.']",13,"['Of', 'we', 'have', 'that', 'of', 'in', 'the', 'only', 'to', 'the']",10,0.43,
Sentence 25,69,"['Ronald', 'Reagan', ',', 'governor', 'California', ',', 'took', 'hardline', 'stance', 'budget', 'negotiations—only', 'compromise', 'say', ',', '“', 'sound', 'hear', 'concrete', 'cracking', 'around', 'feet.', '”', 'Reagan', 'traditional', 'politician', ',', 'unlike', 'today', '’', 'radical', 'House', 'Republicans', 'like', 'Bob', 'Good', ',', 'Ralph', 'Norman', ',', 'Matt', 'Gaetz', ',', 'Scott', 'Perry', ',', 'Marjorie', 'Taylor', 'Greene', ',', 'dozens', '.']",51,"['when', 'of', 'a', 'over', 'to', 'and', 'That', 'you', 'is', 'the', 'my', 'But', 'was', 'a', 'more', 's', 'and', 'more']",18,0.26,
Sentence 26,39,"['already', 'signaled', 'McCarthy', 'compromises', 'dilute', 'proposal—the', 'proposal', ',', ',', 'pass', 'McCarthy', 'promised', 'bottom', 'line', ',', 'floor', 'ceiling—they', 'punish', '.']",19,"['They', 'have', 'that', 'if', 'to', 'the', 'that', 'again', 'can', 'not', 'but', 'that', 'them', 'was', 'a', 'a', 'not', 'a', 'will', 'him']",20,0.51,
Sentence 27,14,"['2011', ',', 'United', 'States', 'came', 'close', 'breaching', 'debt', 'ceiling', '.']",10,"['In', 'the', 'to', 'the']",4,0.29,
Sentence 28,48,"['Egged', 'House', 'Republican', 'leaders', 'Kevin', 'McCarthy', 'Eric', 'Cantor', ',', 'Tea', 'Party', 'lawmakers', 'pushed', 'President', 'Barack', 'Obama', 'series', 'demands', ',', 'holding', 'debt', 'limit', 'hostage', 'right', 'brink', ',', 'Speaker', 'John', 'Boehner', 'rescued', 'America', '’', 'full', 'faith', 'credit', '.']",36,"['on', 'by', 'and', 'with', 'a', 'of', 'the', 'to', 'the', 'until', 's', 'and']",12,0.25,
Sentence 29,11,"['consequences', 'near', 'miss', 'still', 'severe', '.']",6,"['But', 'the', 'of', 'the', 'were']",5,0.45,
Sentence 30,32,"['America', '’', 'credit', 'rating', 'downgraded', 'first', 'time', 'history', ',', 'resulting', 'rise', 'interest', 'rates', 'cost', 'taxpayers', 'billions', 'dollars', 'years', 'followed', '.']",20,"['s', 'was', 'for', 'the', 'in', 'and', 'the', 'in', 'of', 'in', 'the', 'that']",12,0.38,
Sentence 31,25,"['Boehner', '’', 'heroic', 'action', 'exactly', 'popular', 'GOP', 'colleagues', ';', 'harbinger', 'end', 'speakership', '.']",13,"['s', 'was', 'not', 'with', 'his', 'it', 'was', 'the', 'of', 'the', 'of', 'his']",12,0.48,
Sentence 32,46,"['four', 'years', 'later', ',', 'Tea', 'Party', 'movement', 'supplanted', 'new', 'organization', 'House', ',', 'Freedom', 'Caucus', ',', 'formed', 'existing', 'right-wing', 'caucus', ',', 'Republican', 'Study', 'Committee', 'dated', 'back', '1970s', ',', 'extreme', 'enough', '.']",30,"['And', 'the', 'was', 'by', 'a', 'in', 'the', 'the', 'because', 'the', 'the', 'that', 'to', 'the', 'was', 'not']",16,0.35,
Sentence 33,19,"['Today', ',', 'Freedom', 'Caucus', 'driving', 'House', 'agenda', ',', 'Speaker', 'McCarthy', 'following', ',', 'leading', '.']",14,"['the', 'is', 'the', 'with', 'not']",5,0.26,
Sentence 34,21,"['another', 'historical', 'analogy', 'consider', 'besides', '2011—one', 'also', 'illustrates', 'recklessness', 'House', 'Republican', 'fiscal', 'matters', '.']",14,"['There', 'is', 'to', 'that', 'the', 'of', 'on']",7,0.33,
Sentence 35,49,"['late', '2008', ',', 'devastating', 'financial', 'collapse', ',', 'President', 'George', 'W.', 'Bush', 'sent', 'Hank', 'Paulson', 'Ben', 'Bernanke', ',', 'Treasury', 'secretary', 'Fed', 'chairman', ',', 'Capitol', 'Hill', 'message', 'without', 'massive', 'bailout', 'financial', 'institutions', 'would', 'face', 'global', 'depression', '.']",35,"['In', 'with', 'the', 'and', 'the', 'and', 'to', 'with', 'the', 'that', 'a', 'of', 'we', 'a']",14,0.29,
Sentence 36,23,"['congressional', 'leaders', 'parties', 'agreed', ',', 'two', 'presidential', 'candidates', ',', 'Republican', 'John', 'McCain', 'Democrat', 'Barack', 'Obama', '.']",16,"['All', 'in', 'both', 'as', 'did', 'the', 'and']",7,0.3,
Sentence 37,17,"['despite', 'personal', 'lobbying', 'Bush', ',', 'House', 'Republicans', 'killed', 'plan', 'House', 'floor', '.']",12,"['But', 'by', 'the', 'on', 'the']",5,0.29,
Sentence 38,12,"['precipitous', 'drop', 'Dow', 'relent', '.']",5,"['Only', 'after', 'a', 'in', 'the', 'did', 'they']",7,0.58,
Sentence 39,17,"['moderates', 'compared', 'today', '’', 'House', 'Republican', 'radicals—something', 'McCarthy', 'knows', 'full', 'well', '.']",12,"['And', 'they', 'were', 'to', 's']",5,0.29,
Sentence 40,24,"['would', 'take', 'one', 'member', 'call', 'vote', 'speakership', ',', 'four', 'five', 'defections', 'would', 'doom', '.']",14,"['It', 'only', 'to', 'for', 'a', 'on', 'his', 'and', 'or', 'him']",10,0.42,
Sentence 41,12,"['far', 'McCarthy', '’', 'speakership', 'stake', '.']",6,"['But', 'more', 'than', 's', 'is', 'at']",6,0.5,
Sentence 42,15,"['hard', 'core', 'House', 'GOP', 'extremists', 'would', 'fine', 'default', '.']",9,"['A', 'of', 'the', 'be', 'with', 'a']",6,0.4,
Sentence 43,16,"['many', ',', 'blowing', 'government', 'would', 'make', 'price', 'economic', 'chaos', 'worth', '.']",11,"['For', 'up', 'the', 'of', 'it']",5,0.31,
Sentence 44,21,"['others', ',', 'likelihood', 'default', 'would', 'blamed', 'president', 'makes', 'tempting', 'ploy', '.']",11,"['For', 'the', 'that', 'a', 'be', 'more', 'on', 'the', 'it', 'a']",10,0.48,
Sentence 45,28,"['And—to', 'come', 'back', 'started—the', 'likelihood', 'Biden', 'gets', 'blamed', 'enhanced', 'press', 'portrays', 'issue', 'conventional', 'political', 'clash', 'spending', '.']",17,"['to', 'where', 'we', 'that', 'is', 'when', 'the', 'the', 'as', 'a', 'over']",11,0.39,
Sentence 46,38,"['genuinely', 'fiscal', 'discipline', ',', 'Republicans', 'like', 'McCarthy', 'would', 'voted', 'three', 'times', 'Trump', 'presidency', 'clean', 'hikes', 'debt', 'ceiling—as', 'debt', 'rose', 'staggering', '$', '7.8', 'trillion', '.']",24,"['If', 'this', 'were', 'about', 'not', 'have', 'during', 'the', 'for', 'in', 'the', 'the', 'by', 'a']",14,0.37,
Sentence 47,11,"['Using', 'debt', 'ceiling', 'hostage', 'new', '.']",6,"['the', 'as', 'a', 'is', 'not']",5,0.45,
Sentence 48,45,"['use', 'cudgel', ',', 'core', 'hardline', 'GOP', 'lawmakers', 'ready', 'willing', 'endure', 'default', 'weak', 'speaker', 'House', 'unable', 'stop', ',', 'new', 'dangerous', ',', 'ought', 'reported', 'way', '.']",24,"['But', 'its', 'as', 'a', 'with', 'a', 'of', 'and', 'to', 'a', 'and', 'a', 'of', 'the', 'to', 'them', 'is', 'and', 'and', 'be', 'that']",21,0.47,
Sentence 49,33,"['Republicans', 'believe', 'face', 'consequences', 'recklessness', ',', 'far', 'likely', 'go', 'cliff', 'first', 'default', 'American', 'history', '.']",15,"['If', 'that', 'they', 'will', 'not', 'the', 'for', 'their', 'we', 'are', 'more', 'to', 'over', 'the', 'and', 'into', 'the', 'in']",18,0.55,
Sentence 50,5,"['always', 'right', '?']",3,"['Who', 'is']",2,0.4,
Sentence 51,2,"['Sarah', '?']",2,[],0,0.0,
Sentence 52,2,"['JVL', '?']",2,[],0,0.0,
Sentence 53,7,"['Beg', 'Differ', '?']",3,"['Or', 'do', 'you', 'to']",4,0.57,
Sentence 54,7,"['Show', 'support', 'Bulwark', 'merchandise', '.']",5,"['your', 'with']",2,0.29,
Sentence 55,22,"['Whichever', 'side', 'choose', ',', '’', 'back', 'tomorrow', ',', '’', '.']",10,"['you', 'we', 'll', 'be', 'and', 'we', 'll', 'do', 'this', 'all', 'over', 'again']",12,0.55,
