Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,36,"['stage', 'dangerous', 'game', 'House', 'Republicans', 'playing', 'debt', 'limit', ',', 'Democrats', 'echoing', 'McCarthy', '’', 'demand', 'negotiations', 'terms', 'enormous', 'favor', '.']",19,"['So', 'at', 'this', 'of', 'the', 'very', 'are', 'on', 'the', 's', 'for', 'on', 'his', 'are', 'doing', 'him', 'an']",17,0.47,
Sentence 12,61,"['Everyone', 'knows', 'Freedom', 'Caucus', 'holding', 'gun', 'Speaker', '’', 'head', 'even', 'seeks', 'place', 'Biden', ',', 'Senate', ',', 'U.S.', 'economy', 'miserable', 'hostage', 'position', '’', 'ever', 'since', 'surrendered', 'conference', '’', 'extremists', 'order', 'win', 'gavel', 'back', 'January', '.']",34,"['the', 'is', 'a', 'to', 'the', 's', 'as', 'he', 'to', 'the', 'and', 'the', 'in', 'the', 'same', 'he', 's', 'been', 'in', 'he', 'to', 'his', 's', 'in', 'to', 'his', 'in']",27,0.44,
Sentence 13,30,"['’', 'understandable', 'House', 'Democrats', 'states', 'Trump', 'carried', 'facing', 'another', 'presidential', 'cycle', 'reflexively', 'call', 'bipartisanship', 'major', 'issues', '.']",17,"['It', 's', 'that', 'in', 'who', 'are', 'now', 'will', 'for', 'on', 'this', 'and', 'other']",13,0.43,
Sentence 14,36,"[',', ',', 'echoing', 'regular', 'refrain', 'Biden', '’', ',', 'undoubtedly', 'helps', 'politically', 'able', 'show', 'independence', 'White', 'House', 'party', 'regulars', '.']",19,"['They', 'are', 'after', 'all', 'a', 'of', 's', 'and', 'it', 'them', 'to', 'be', 'to', 'some', 'from', 'the', 'and']",17,0.47,
Sentence 15,35,"['need', 'adopt', 'strategy', '’', 'simply', 'empower', 'conservative', 'extremists', 'augmenting', 'calls', 'Biden', 'make', 'first', 'would', 'endless', 'series', 'concessions', '.']",18,"['But', 'they', 'to', 'a', 'that', 'doesn', 't', 'by', 'their', 'for', 'to', 'the', 'of', 'what', 'be', 'an', 'of']",17,0.49,
Sentence 16,39,"['would', 'particularly', 'constructive', 'deal-seeking', 'House', 'Democrats', 'demanded', 'McCarthy', 'explicitly', 'put', 'entire', 'federal', 'budget', 'table', '—', 'yes', ',', 'including', 'tax', 'increases', '—', 'securing', 'talks', 'White', 'House', 'and/or', 'Senate', 'Democrats', '.']",29,"['It', 'be', 'if', 'that', 'the', 'on', 'the', 'before', 'with', 'the']",10,0.26,
Sentence 17,30,"['’', '(', 'probably', '’', ')', ',', 'become', 'clear', 'McCarthy', '’', 'idea', 'negotiation', 'simply', 'surrendering', '.']",15,"['If', 'he', 'won', 't', 'and', 'he', 'won', 't', 'then', 'it', 'will', 'that', 's', 'of', 'is']",15,0.5,
Sentence 18,7,"['’', 'bipartisanship', '.']",3,"['And', 'that', 's', 'not']",4,0.57,
Sentence 19,54,"['would-be', '“', 'problem-solvers', '”', 'either', 'party', 'want', 'float', 'specific', 'compromises', '’', 'delay', 'day', 'reckoning', 'bit', 'longer', ',', ',', 'simply', 'promoting', 'idea', 'negotiations', 'MAGA', 'Republicans', 'demanding', 'acting', 'good', 'faith', '.']",29,"['If', 'in', 'to', 'that', 'don', 't', 'just', 'the', 'of', 'a', 'they', 'can', 'do', 'so', 'but', 'not', 'by', 'the', 'of', 'when', 'the', 'them', 'are', 'not', 'in']",25,0.46,
Sentence 20,21,"['submitting', 'email', ',', 'agree', 'Terms', 'Privacy', 'Notice', 'receive', 'email', 'correspondence', 'us', '.']",12,"['By', 'your', 'you', 'to', 'our', 'and', 'and', 'to', 'from']",9,0.43,
Sentence 21,13,"['Things', 'buy', 'links', 'may', 'earn', 'Vox', 'Media', 'commission', '.']",9,"['you', 'through', 'our', 'a']",4,0.31,
