Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 11,18,"['According', 'Redfin', ',', 'average', 'cost', 'home', 'March', '2018', 'approximately', '$', '250,000', '.']",12,"['to', 'the', 'of', 'a', 'in', 'was']",6,0.33,
Sentence 12,10,"['March', '2023', ',', 'roughly', '$', '400,000', '.']",7,"['In', 'it', 'was']",3,0.3,
Sentence 13,15,"['expensive', 'housing', '’', 'thing', 'repelling', 'retirees', 'state', '.']",8,"['But', 'isn', 't', 'the', 'only', 'from', 'the']",7,0.47,
Sentence 14,13,"['Inflation', 'stock', 'market', 'dips', 'also', 'negatively', 'impacted', 'financial', 'situation', '.']",10,"['and', 'have', 'their']",3,0.23,
Sentence 15,13,"['response', ',', 'seniors', 'seeking', 'affordable', 'places', 'call', 'home', '.']",9,"['In', 'are', 'more', 'to']",4,0.31,
Sentence 16,19,"['example', ',', 'many', 'moving', 'Baldwin', 'County', ',', 'Alabama', ',', 'fastest-growing', 'county', 'state', '.']",13,"['For', 'are', 'to', 'the', 'in', 'the']",6,0.32,
Sentence 17,29,"['area', 'boasts', 'beaches', ',', 'warm', 'weather', 'low', 'property', 'taxes', ',', 'makes', 'sense', '’', 'considered', 'substitute', 'Sunshine', 'State', '.']",18,"['The', 'and', 'so', 'it', 'only', 'that', 'it', 's', 'a', 'for', 'The']",11,0.38,
Sentence 18,21,"['’', 'nearing', 'retirement', ',', 'may', 'want', 'choose', 'less', 'traditional', 'region', 'reside', 'post-work', '.']",13,"['If', 'you', 're', 'you', 'to', 'a', 'to', 'in']",8,0.38,
Sentence 19,30,"['Towns', 'like', 'Sequim', ',', 'Washington', ',', 'Linden', ',', 'Michigan', ',', 'Thermopolis', ',', 'Wyoming', 'offer', 'perks', 'like', 'affordable', 'housing', ',', 'favorable', 'tax', 'treatment', 'proximity', 'major', 'metros', '.']",26,"['and', 'more', 'and', 'to']",4,0.13,
Sentence 20,46,"['Explore', ':', '10', 'States', 'Avoid', '’', 'Living', 'Social', 'Security', 'CheckLearn', ':', '6', 'Types', 'Retirement', 'Income', '’', 'Taxable', 'matter', 'live', ',', 'certain', 'things', 'money', '.']",24,"['To', 'If', 'You', 're', 'on', 'Just', 'a', 'of', 'That', 'Aren', 't', 'But', 'no', 'where', 'you', 'there', 'are', 'you', 'should', 'do', 'with', 'your']",22,0.48,
Sentence 21,28,"['example', ',', 'continue', 'invest', ',', 'set', 'aside', 'money', 'emergencies', ',', 'maintain', 'up-to-date', 'estate', 'plan', 'stay', '(', 'become', ')', 'debt-free', '.']",20,"['For', 'you', 'should', 'to', 'for', 'an', 'and', 'or']",8,0.29,
Sentence 22,14,"['way', ',', 'cash', 'stretches', ',', 'feel', 'secure', '.']",8,"['That', 'your', 'further', 'and', 'you', 'more']",6,0.43,
Sentence 23,27,"['GOBankingRates', 'Share', 'Article', ':', 'Get', 'advice', 'achieving', 'financial', 'goals', 'stay', 'date', 'day', ""'s"", 'top', 'financial', 'stories', '.']",17,"['More', 'From', 'This', 'on', 'your', 'and', 'up', 'to', 'on', 'the']",10,0.37,
Sentence 24,19,"['clicking', ""'Subscribe"", ""'"", 'button', ',', 'agree', 'Terms', 'Use', 'Privacy', 'Policy', '.']",11,"['By', 'the', 'Now', 'you', 'to', 'our', 'of', 'and']",8,0.42,
Sentence 25,14,"['click', ""'unsubscribe"", ""'"", 'link', 'email', 'anytime', '.']",7,"['You', 'can', 'on', 'the', 'in', 'the', 'at']",7,0.5,
Sentence 26,25,"['Advertiser', 'Disclosure', ':', 'Many', 'offers', 'appearing', 'site', 'advertisers', 'website', 'receives', 'compensation', 'listed', '.']",13,"['of', 'the', 'on', 'this', 'are', 'from', 'from', 'which', 'this', 'for', 'being', 'here']",12,0.48,
Sentence 27,26,"['compensation', 'may', 'impact', 'products', 'appear', 'site', '(', 'including', ',', 'example', ',', 'order', 'appear', ')', '.']",15,"['This', 'how', 'and', 'where', 'on', 'this', 'for', 'the', 'in', 'which', 'they']",11,0.42,
Sentence 28,10,"['offers', 'represent', 'deposit', 'accounts', 'available', '.']",6,"['These', 'do', 'not', 'all']",4,0.4,
Sentence 29,4,"['©', '2023', 'GOBankingRates', '.']",4,[],0,0.0,
Sentence 30,4,"['Right', 'Reserved', '.']",3,['All'],1,0.25,
Sentence 31,15,"['Sign', 'daily', 'newsletter', 'latest', 'financial', 'news', 'trending', 'topics', '.']",9,"['up', 'for', 'our', 'for', 'the', 'and']",6,0.4,
Sentence 32,9,"['full', 'Privacy', 'Policy', ',', 'click', '.']",6,"['For', 'our', 'here']",3,0.33,
