Sentence,Total words,Filtered words,Number of filtered words,Stop words,Number of stop words,Average number of stop words per sentence,Sentiment score
Sentence 20,32,"['said', 'Sunday', 'ABC', '’', '“', 'Week.', '”', 'Democrats', 'note', 'Republicans', 'put', 'commitment', 'holding', 'Social', 'Security', ',', 'Medicare', 'Medicaid', 'harmless', 'bill', '.']",21,"['on', 's', 'This', 'But', 'that', 'their', 'to', 'and', 'into', 'the', 'itself']",11,0.34,
Sentence 21,46,"['“', '’', 'safe', 'assumption', '’', 'cut', 'everything', '’', 'say', '’', 'going', 'protect', 'plan', ',', '”', 'said', 'Ryan', ',', 'one', '37', 'House', 'Democrats', 'NRCC', 'already', 'targeting', '.']",26,"['It', 's', 'a', 'that', 'you', 've', 'you', 'didn', 't', 'you', 're', 'to', 'in', 'the', 'who', 'is', 'of', 'that', 'the', 'is']",20,0.43,
Sentence 22,102,"['average', 'voter', '’', 'like', 'idea', 'debt', ',', 'debt', 'popular', 'vacuum', ',', 'lay', 'people', ',', '‘', 'Oh', ',', '’', 'proposed', 'holding', 'lot', 'programs', 'popular', 'hostage', ',', '’', 'changes', 'people', '’', 'opinions', 'quickly.Madeline', 'Conway', ',', 'Democratic', 'pollster', 'course', ',', 'House', 'Republicans', 'say', 'spending', 'caps', 'budget-wide', 'targets', 'rather', 'across-the-board', 'cuts', 'would', 'protect', 'veterans', '’', 'benefits', 'sensitive', 'programs', 'annual', 'appropriations', 'process', '.']",58,"['Your', 'doesn', 't', 'the', 'of', 'and', 'is', 'not', 'in', 'a', 'but', 'when', 'you', 'out', 'for', 'what', 's', 'being', 'here', 'is', 'a', 'of', 'these', 'that', 'are', 'very', 'that', 's', 'very', 'Of', 'what', 'is', 'that', 'the', 'are', 'just', 'than', 'and', 'that', 'they', 'and', 'other', 'in', 'the']",44,0.43,
Sentence 23,30,"['ambitiousness', 'overall', 'spending', 'reduction', 'targets', 'makes', 'assurances', 'sound', 'either', 'dubious', 'even', 'draconian', 'programs', 'would', 'spare', '.']",16,"['But', 'the', 'of', 'their', 'some', 'of', 'those', 'or', 'more', 'to', 'the', 'that', 'they', 'not']",14,0.47,
Sentence 24,33,"['Republican', 'bill', 'sets', 'limits', 'year', 'next', '10', 'budget', 'years', ',', 'starting', 'Oct.', '1', ',', 'much', 'Congress', 'dole', 'regular', 'appropriations', ',', 'discretionary', 'spending', '.']",23,"['The', 'each', 'for', 'the', 'on', 'how', 'can', 'out', 'in', 'or']",10,0.3,
Sentence 25,39,"['’', 'money', 'goes', 'things', 'people', 'think', 'general', 'government', '―', 'departments', 'Defense', ',', 'Health', 'Human', 'Services', 'Justice', ',', 'well', 'Environmental', 'Protection', 'Agency', 'agencies', '.']",23,"['That', 's', 'the', 'that', 'to', 'of', 'as', 'the', 'of', 'and', 'and', 'as', 'as', 'the', 'and', 'other']",16,0.41,
Sentence 26,42,"['contrast', ',', 'bill', '’', 'touch', 'programs', 'like', 'Social', 'Security', ',', 'Medicare', 'Medicaid', ',', 'called', '“', 'mandatory', 'spending', '”', 'annual', 'spending', 'programs', 'basically', 'autopilot', 'rather', 'subject', 'annual', 'appropriation', '.']",28,"['By', 'the', 'doesn', 't', 'and', 'which', 'are', 'because', 'on', 'those', 'is', 'on', 'than', 'to']",14,0.33,
Sentence 27,37,"['pool', 'so-called', 'discretionary', 'spending', ',', 'defense', 'made', '53', '%', 'pie', '2023', ',', 'non-defense', 'spending', ',', 'includes', 'Department', 'Veterans', 'Affairs', ',', 'made', '47', '%', '.']",24,"['In', 'the', 'of', 'up', 'of', 'the', 'for', 'while', 'which', 'the', 'of', 'up', 'only']",13,0.35,
Sentence 28,9,"['’', 'math', 'comes', '.']",4,"['That', 's', 'where', 'the', 'in']",5,0.56,
Sentence 29,34,"['almost', 'even', 'split', 'defense', 'non-defense', 'discretionary', 'spending', ',', 'protecting', 'defense', 'means', 'almost', 'doubling', 'cuts', 'non-defense', 'outlays', 'defense', 'allowed', 'cut', 'well', '.']",21,"['Because', 'of', 'the', 'between', 'and', 'the', 'to', 'if', 'is', 'not', 'to', 'be', 'as']",13,0.38,
Sentence 30,18,"['Protecting', 'politically', 'sensitive', 'priorities', 'also', 'means', 'cuts', 'remaining', 'areas', 'would', 'even', 'deeper', '.']",13,"['other', 'the', 'in', 'the', 'be']",5,0.28,
Sentence 31,28,"['Officially', ',', 'Republican', 'plan', 'would', 'reduce', 'discretionary', 'spending', '2022', 'level', 'allow', 'grow', 'annual', 'rate', '1', '%', ',', 'thereafter', '.']",19,"['the', 'to', 'its', 'and', 'it', 'to', 'at', 'an', 'of']",9,0.32,
Sentence 32,34,"['Democratic', 'groups', 'note', 'amid', 'year-over-year', 'inflation', '5', '%', ',', 'caps', 'would', 'effectively', 'entail', 'big', 'cuts', '―', 'even', 'distributed', 'equally', 'defense', 'non-defense', 'discretionary', 'spending', '.']",24,"['But', 'that', 'of', 'about', 'those', 'if', 'they', 'were', 'between', 'and']",10,0.29,
Sentence 33,56,"['Since', 'House', 'Republicans', 'made', 'clear', 'early', 'wanted', 'keep', 'military', 'spending', 'present', 'growth', 'path', ',', 'White', 'House', 'produced', 'estimate', 'much', 'GOP', 'would', 'cut', 'agencies', ',', 'including', 'Department', 'Veterans', 'Affairs', ',', 'still', 'achieve', 'spending', 'reduction', 'goals', '.']",35,"['it', 'on', 'that', 'they', 'to', 'on', 'its', 'the', 'an', 'of', 'how', 'the', 'have', 'to', 'from', 'all', 'other', 'the', 'of', 'to', 'its']",21,0.38,
Sentence 34,11,"['’', '22', '%', 'cut', 'comes', '.']",6,"['That', 's', 'where', 'the', 'from']",5,0.45,
Sentence 35,50,"['According', 'White', 'House', ',', '2024', 'overall', 'pool', 'discretionary', 'spending', 'limited', '2022', '’', 'level', 'defense', 'spending', 'held', 'year', '’', 'level', ',', 'everything', 'else', 'would', 'cut', '22', '%', 'stay', 'cap', '.']",29,"['to', 'the', 'if', 'the', 'of', 'was', 'to', 's', 'and', 'the', 'was', 'at', 'this', 's', 'have', 'to', 'be', 'by', 'to', 'below', 'the']",21,0.42,
Sentence 36,22,"['Unlike', 'many', 'colleagues', ',', 'Rep.', 'Mary', 'Peltola', '(', 'D-Alaska', ')', 'urged', 'Biden', 'McCarthy', 'strike', 'deal', '.']",16,"['of', 'her', 'has', 'and', 'to', 'a']",6,0.27,
Sentence 37,11,"['even', 'Peltola', 'disapproves', 'House', 'Republicans', ""'"", 'bill', '.']",8,"['But', 'of', 'the']",3,0.27,
Sentence 38,45,"['Liberal', 'think', 'tanks', 'drafted', 'analyses', 'exactly', 'deeply', 'Republicans', 'would', 'cut', 'programs', '―', 'things', 'like', 'food', 'stamps', 'federal', 'funding', 'preschools', 'police', 'officers', '―', 'Republicans', 'held', 'military', 'spending', 'veterans', '’', 'benefits', 'harmless', '.']",31,"['have', 'their', 'own', 'of', 'how', 'have', 'to', 'other', 'and', 'for', 'and', 'if', 'both', 'and']",14,0.31,
Sentence 39,42,"['Third', 'Way', ',', 'centrist', 'Democratic', 'think', 'tank', ',', 'projected', 'keeping', 'defense', 'veterans', 'funding', 'safe', 'discretionary', 'cuts', 'would', 'mean', '$', '2.8', 'billion', 'cut', 'FBI', ',', 'cost', '11,000', 'agents', ',', 'analysts', 'staff', '.']",31,"['a', 'that', 'and', 'from', 'a', 'to', 'the', 'at', 'the', 'of', 'and']",11,0.26,
Sentence 40,24,"['scenario', ',', 'Customs', 'Border', 'Patrol', 'would', 'also', 'lose', '2,400', 'officers', 'Federal', 'Aviation', 'Authority', 'would', 'lose', '9,400', 'positions', '.']",18,"['In', 'that', 'and', 'and', 'the', 'about']",6,0.25,
Sentence 41,47,"['liberal', 'Center', 'Budget', 'Policy', 'Priorities', 'said', 'protecting', 'nothing', '—', 'simply', 'applying', 'cuts', 'across', 'board', 'defense', 'non-defense', 'discretionary', 'spending', '—', 'would', 'result', '13', '%', 'cut', 'programs', 'next', 'year', '24', '%', 'cut', '2033', '.']",32,"['The', 'on', 'and', 'the', 'the', 'to', 'both', 'and', 'in', 'a', 'in', 'all', 'and', 'a', 'by']",15,0.32,
Sentence 42,29,"['defense', 'veterans', '’', 'programs', 'protected', ',', 'said', ',', 'cuts', 'would', 'even', 'deeper', ',', '33', '%', 'next', 'year', '59', '%', '2033', '.']",21,"['If', 'and', 'were', 'it', 'those', 'be', 'and', 'by']",8,0.28,
Sentence 43,63,"['Center', 'American', 'Progress', ',', 'Democratic', 'Party', '’', 'unofficial', 'think', 'tank', ',', 'calculated', 'defense', 'spending', 'allowed', 'grow', '5.2', '%', 'year', '―', 'average', 'rate', 'last', 'six', 'years', '―', 'veterans', 'programs', 'protected', 'cuts', ',', 'resulting', 'cuts', 'everything', 'else', 'would', 'whopping', '94', '%', '2033', '.']",41,"['And', 'the', 'for', 'the', 's', 'that', 'if', 'is', 'to', 'at', 'a', 'the', 'in', 'the', 'and', 'were', 'from', 'the', 'to', 'be', 'a', 'by']",22,0.35,
Sentence 44,25,"['“', 'short', ',', 'budget', 'caps', 'budget', 'cuts', ',', '”', 'said', 'Bobby', 'Kogan', ',', 'CAP', '’', 'senior', 'director', 'federal', 'budget', 'policy', '.']",21,"['In', 'are', 's', 'for']",4,0.16,
Sentence 45,12,"['budget', 'cuts', 'programs', 'voters', 'care', 'generally', 'unpopular', '.']",8,"['And', 'to', 'about', 'are']",4,0.33,
Sentence 46,69,"['“', 'average', 'voter', '’', 'like', 'idea', 'debt', ',', 'debt', 'popular', 'vacuum', ',', 'lay', 'people', ',', '‘', 'Oh', ',', '’', 'proposed', 'holding', 'lot', 'programs', 'popular', 'hostage', ',', '’', 'changes', 'people', '’', 'opinions', 'quickly', ',', '”', 'said', 'Democratic', 'pollster', 'Madeline', 'Conway', '.']",40,"['Your', 'doesn', 't', 'the', 'of', 'and', 'is', 'not', 'in', 'a', 'but', 'when', 'you', 'out', 'for', 'what', 's', 'being', 'here', 'is', 'a', 'of', 'these', 'that', 'are', 'very', 'that', 's', 'very']",29,0.42,
Sentence 47,48,"['“', 'certainly', '’', 'good', 'strategy', 'Democrats', 'point', 'Republicans', 'going', 'bunch', 'programs', 'popular.', '”', 'Sure', 'enough', ',', 'Ryan', '’', 'frontline', 'Democrat', 'react', 'strongly', 'House', 'Republicans', '’', 'bill', '.']",27,"['And', 'so', 'it', 's', 'for', 'to', 'out', 'that', 'are', 'after', 'a', 'of', 'that', 'are', 'very', 'isn', 't', 'the', 'only', 'to', 'to']",21,0.44,
Sentence 48,54,"['Reps.', 'Chris', 'DeLuzio', '(', 'Pa.', ')', ',', 'Wiley', 'Nickel', '(', 'N.C.', ')', ',', 'Mike', 'Levin', '(', 'Calif.', ')', 'Angie', 'Craig', '(', 'Minn.', ')', 'among', 'many', 'Democrats', 'swing', 'state', 'seats', 'issued', 'scathing', 'indictments', 'House', 'Republicans', '’', 'bill', ',', 'singling', 'cuts', 'veterans', '’', 'programs', 'particular', '.']",44,"['and', 'are', 'the', 'other', 'in', 'who', 'of', 'out', 'to', 'in']",10,0.19,
Sentence 49,10,"['’', 'committed', 'protecting', 'safety-net', 'programs.Rep', '.']",6,"['We', 're', 'to', 'the']",4,0.4,
Sentence 50,56,"['Cathy', 'McMorris', 'Rodgers', '(', 'R-Wash.', ')', 'Even', 'office', 'centrist', 'Democratic', 'Rep.', 'Mary', 'Peltola', 'Alaska', ',', 'one', 'three', 'House', 'Democrats', 'urging', 'McCarthy', 'Biden', 'reach', 'agreement', '―', 'rather', 'pushing', '“', 'clean', '”', 'debt', 'ceiling', 'increase', '―', 'unkind', 'things', 'say', 'House', 'Republicans', '’', 'bill', '.']",42,"['the', 'of', 'of', 'of', 'and', 'to', 'an', 'than', 'for', 'a', 'had', 'to', 'about', 'the']",14,0.25,
Sentence 51,45,"['“', 'Representative', 'Peltola', 'deeply', 'concerned', 'bill', 'would', 'cut', '$', '2', 'billion', 'spending', 'veterans', '’', 'healthcare', ',', 'could', 'result', '100,000', 'fewer', 'outpatient', 'visits', 'Alaska', 'VA', 'medical', 'facilities', ',', '”', 'Peltola', 'spokesperson', 'Sam', 'Erickson', 'said', 'statement', '.']",35,"['is', 'that', 'this', 'in', 'on', 'which', 'in', 'at', 'in', 'a']",10,0.22,
Sentence 52,63,"['“', 'Alaska', 'highest', 'percentage', 'veterans', 'state', ',', 'much', 'disruption', 'health', 'care', 'system', 'could', 'devastating', 'many', 'individuals', 'families.', '”', 'would', 'Republicans', 'vote', 'bill', ',', 'least', 'vote', 'something', 'could', 'plausibly', 'portrayed', 'cutting', 'veterans', '’', 'health', 'benefits', 'popular', 'programs', '?']",37,"['has', 'the', 'of', 'of', 'any', 'and', 'this', 'of', 'a', 'to', 'their', 'be', 'to', 'and', 'So', 'why', 'for', 'the', 'or', 'at', 'for', 'that', 'be', 'as', 'and', 'other']",26,0.41,
Sentence 53,35,"['Rep.', 'Cathy', 'McMorris', 'Rodgers', '(', 'R-Wash.', ')', 'told', 'HuffPost', 'debt', 'limit', 'package', 'may', 'attractive', 'party', 'moderates', '’', 'include', 'mandatory', 'programs', 'like', 'Social', 'Security', 'Medicare', '.']",25,"['the', 'have', 'been', 'more', 'to', 'because', 'it', 'didn', 't', 'or']",10,0.29,
Sentence 54,22,"['“', 'protecting', 'safety-net', 'programs', ',', '”', 'said', 'McMorris', 'Rodgers', ',', 'former', 'chair', 'House', 'Republican', 'Conference', '.']",16,"['We', 'are', 'the', 'a', 'of', 'the']",6,0.27,
Sentence 55,60,"['“', '’', 'committed', 'protecting', 'safety-net', 'programs.', '”', '“', 'think', '’', 'talking', 'making', 'sure', 'programs', 'focused', 'need', 'focused', 'clawing', 'back', 'reckless', 'spending', 'put', 'place', 'Biden', 'administration', 'recent', 'years', ',', '”', 'added', '.']",31,"['We', 're', 'to', 'the', 'I', 'what', 'we', 're', 'about', 'is', 'that', 'the', 'are', 'on', 'where', 'they', 'to', 'be', 'and', 'some', 'of', 'the', 'that', 'was', 'into', 'by', 'the', 'in', 'she']",29,0.48,
Sentence 56,48,"['Liam', 'Donovan', ',', 'principal', 'lobbying', 'firm', 'Bracewell', ',', 'posited', 'another', 'theory', ':', 'Moderate', 'Republicans', ',', 'ordinarily', 'may', 'balked', 'cuts', ',', 'sign', 'strengthen', 'McCarthy', '’', 'negotiating', 'hand', 'advance', 'party', '’', 'interests', 'whole', '.']",32,"['a', 'at', 'who', 'have', 'at', 'such', 'had', 'to', 'on', 'to', 's', 'and', 'the', 's', 'as', 'a']",16,0.33,
Sentence 57,23,"['“', '’', 'majority-making', 'seat', ',', 'fortunes', 'rise', 'fall', 'broader', 'strength', 'party', '.']",12,"['If', 'you', 're', 'in', 'a', 'your', 'and', 'with', 'the', 'of', 'the']",11,0.48,
Sentence 58,55,"['House', 'Republicans', 'descend', 'chaos', ',', 'would', 'surely', 'happened', 'bill', 'failed', ',', 'enabling', 'Biden', 'hold', 'clean', 'bill', 'amid', 'GOP', 'capitulation', ',', 'would', 'likely', 'downside', 'sorts', 'attacks', 'messaging', 'bill', 'opens', ',', '”', 'told', 'HuffPost', '.']",33,"['And', 'if', 'into', 'as', 'have', 'if', 'this', 'to', 'out', 'for', 'a', 'it', 'have', 'more', 'than', 'the', 'of', 'this', 'them', 'up', 'to', 'he']",22,0.4,
Sentence 59,27,"['Besides', ',', 'said', ',', 'actual', 'cuts', 'wind', 'much', 'smaller', 'would', 'set', 'motion', 'House', 'bill', '.']",15,"['he', 'the', 'will', 'up', 'being', 'than', 'those', 'that', 'be', 'in', 'by', 'the']",12,0.44,
Sentence 60,22,"['“', 'fantasy', 'hits', 'theoretical', 'programmatic', 'cuts', 'also', 'obsolete', 'if/when', 'actually', 'vote', 'appropriations', ',', '”', 'said', '.']",16,"['These', 'over', 'are', 'they', 'on', 'he']",6,0.27,
Sentence 61,45,"['U.S.', 'Could', 'Unable', 'Pay', 'Debt', 'Early', 'June', '1', ',', 'Treasury', 'Secretary', 'Janet', 'Yellen', 'Warns', 'Congress', 'Helped', 'Set', 'Stage', 'Silicon', 'Valley', 'Bank', '’', 'Failure', ',', 'Federal', 'Reserve', 'Says', 'Democrats', 'Fundraising', 'Arms', 'Dealers', 'Ahead', 'Pentagon', 'Budget', 'Fight']",35,"['Be', 'To', 'As', 'As', 'For', 's', 'Are', 'From', 'Of', 'A']",10,0.22,
